Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-02-26,13.31,13.745,13.2,13.68,2278614
2024-02-27,13.7,14.2901,13.68,14.21,2795509
2024-02-28,14,14.47,13.89,14.24,2440715
2024-02-29,14.34,14.65,14.03,14.27,2638703
2024-03-01,14.18,15.09,13.991,14.95,4899457
2024-03-04,14.93,15.5885,14.83,15.22,4367601
2024-03-05,14.95,15.28,14.78,15,3152726
2024-03-06,15.22,15.885,14.94,15.26,3818096
2024-03-07,15.26,15.51,15.05,15.26,2111912
2024-03-08,15.4,15.63,14.515,14.65,3169763
2024-03-11,14.64,14.94,14.36,14.43,2111889
2024-03-12,14.35,14.835,14.09,14.72,2382616
2024-03-13,14.69,15.2,14.62,14.87,2898100
2024-03-14,14.8,15.02,14.4,14.63,2534219
2024-03-15,14.55,14.83,14.21,14.24,4480662
2024-03-18,14.25,14.3,13.9,13.91,3490830
2024-03-19,13.76,13.894,13.3,13.41,3894727
2024-03-20,13.47,13.7897,13.21,13.48,3921267
2024-03-21,13.56,14.02,13.48,13.66,3382799
2024-03-22,13.76,13.95,13.01,13.1,4411634
