Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-08-17,0.3239,0.3397,0.3002,0.3024
2021-08-18,0.3024,0.3244,0.2797,0.2994
2021-08-19,0.2993,0.3191,0.2941,0.3162
2021-08-20,0.3162,0.3334,0.3124,0.3283
2021-08-21,0.3285,0.3295,0.3158,0.3206
2021-08-22,0.3205,0.3216,0.3057,0.3113
2021-08-23,0.3113,0.3278,0.3107,0.3196
2021-08-24,0.3197,0.3197,0.2805,0.2941
2021-08-25,0.2942,0.2973,0.2799,0.292
2021-08-26,0.2922,0.2959,0.2646,0.2736
2021-08-27,0.2736,0.2948,0.2654,0.2935
2021-08-28,0.2935,0.2994,0.2832,0.286
2021-08-29,0.286,0.2918,0.2768,0.2817
2021-08-30,0.2817,0.29,0.2715,0.2789
2021-08-31,0.2788,0.2859,0.2699,0.2772
2021-09-01,0.2771,0.2924,0.2732,0.2902
2021-09-02,0.2907,0.3094,0.2887,0.3004
2021-09-03,0.3004,0.3047,0.2878,0.2966
2021-09-04,0.2966,0.3087,0.2915,0.3005
2021-09-05,0.3005,0.3141,0.2965,0.3119
2021-09-06,0.3119,0.3196,0.3005,0.3107
2021-09-07,0.3108,0.3114,0.2171,0.2521
2021-09-08,0.2529,0.2632,0.2341,0.2504
2021-09-09,0.2504,0.2596,0.2489,0.254
2021-09-10,0.254,0.2618,0.2365,0.2388
2021-09-11,0.2388,0.2479,0.2356,0.2428
2021-09-12,0.2428,0.2478,0.239,0.2417
2021-09-13,0.2418,0.255,0.2287,0.2373
2021-09-14,0.2373,0.2416,0.2342,0.2375
2021-09-15,0.2374,0.2478,0.2372,0.2469
2021-09-16,0.2469,0.2482,0.2334,0.2387
2021-09-17,0.2389,0.2595,0.2377,0.2416
2021-09-18,0.2418,0.2473,0.2378,0.2397
2021-09-19,0.2397,0.2419,0.2338,0.2362
2021-09-20,0.2362,0.2366,0.1996,0.2118
2021-09-21,0.2119,0.218,0.1982,0.206
2021-09-22,0.2059,0.2302,0.198,0.2245
2021-09-23,0.2245,0.227,0.218,0.2236
2021-09-24,0.2236,0.2286,0.1971,0.2104
2021-09-25,0.2105,0.2126,0.2047,0.2087
2021-09-26,0.2088,0.2101,0.1944,0.207
2021-09-27,0.207,0.2094,0.2005,0.2032
2021-09-28,0.2031,0.2039,0.1967,0.1998
2021-09-29,0.1999,0.2039,0.1948,0.1965
2021-09-30,0.1965,0.2058,0.1958,0.2035
2021-10-01,0.2035,0.2249,0.2018,0.2244
2021-10-02,0.2244,0.2249,0.2153,0.2223
2021-10-03,0.2223,0.2263,0.2158,0.2195
2021-10-04,0.2195,0.2458,0.213,0.2376
2021-10-05,0.2374,0.2675,0.2332,0.2534
2021-10-06,0.2536,0.2712,0.2426,0.2512
2021-10-07,0.2511,0.2568,0.2371,0.2453
2021-10-08,0.2453,0.2548,0.2412,0.2444
2021-10-09,0.2444,0.2523,0.2416,0.2469
2021-10-10,0.247,0.2487,0.2276,0.2328
2021-10-11,0.2326,0.2394,0.2253,0.2288
2021-10-12,0.2289,0.2316,0.2166,0.2248
2021-10-13,0.2251,0.2319,0.2208,0.2305
2021-10-14,0.2301,0.2401,0.2301,0.2341
2021-10-15,0.234,0.2434,0.2253,0.2353
2021-10-16,0.2352,0.2451,0.2337,0.2363
2021-10-17,0.2362,0.241,0.2266,0.2342
2021-10-18,0.2341,0.272,0.2341,0.247
2021-10-19,0.247,0.2547,0.2406,0.2453
2021-10-20,0.2451,0.2615,0.2421,0.2557
2021-10-21,0.2557,0.2582,0.2245,0.2452
2021-10-22,0.2451,0.2526,0.2357,0.2446
2021-10-23,0.2445,0.2534,0.2417,0.2493
2021-10-24,0.2493,0.2695,0.2459,0.2656
2021-10-25,0.2657,0.2826,0.2597,0.2642
2021-10-26,0.2632,0.274,0.261,0.2616
2021-10-27,0.2617,0.2635,0.22,0.2413
2021-10-28,0.2415,0.3397,0.2329,0.3011
2021-10-29,0.3011,0.3067,0.2774,0.2926
2021-10-30,0.2925,0.2946,0.2684,0.2703
2021-10-31,0.2702,0.2819,0.2526,0.2781
2021-11-01,0.278,0.2861,0.264,0.271
2021-11-02,0.271,0.2807,0.2674,0.2738
2021-11-03,0.274,0.2775,0.2634,0.2672
2021-11-04,0.2672,0.2709,0.2544,0.2617
2021-11-05,0.2618,0.2706,0.2574,0.2611
2021-11-06,0.2611,0.2675,0.2509,0.2628
2021-11-07,0.2629,0.2697,0.2588,0.2662
2021-11-08,0.2661,0.2968,0.2647,0.2784
2021-11-09,0.2784,0.29,0.2719,0.2751
2021-11-10,0.2751,0.2772,0.241,0.2557
2021-11-11,0.2557,0.2711,0.252,0.2632
2021-11-12,0.2632,0.2684,0.2493,0.2587
2021-11-13,0.2587,0.2623,0.2545,0.2611
2021-11-14,0.2612,0.2715,0.2603,0.2617
2021-11-15,0.2617,0.2651,0.2558,0.2583
2021-11-16,0.2582,0.2582,0.2253,0.2398
2021-11-17,0.2398,0.2414,0.2299,0.2364
2021-11-18,0.2365,0.2415,0.2157,0.2206
2021-11-19,0.2211,0.237,0.2165,0.2325
2021-11-20,0.2326,0.236,0.2257,0.2352
2021-11-21,0.2352,0.2355,0.2273,0.2278
2021-11-22,0.2279,0.2287,0.217,0.2209
2021-11-23,0.2209,0.2370445,0.2137565,0.22537
2021-11-24,0.2253705,0.230871,0.211089,0.216994
2021-11-25,0.2170275,0.2295705,0.2143055,0.2222305
2021-11-26,0.222212,0.2232525,0.189209,0.203499
2021-11-27,0.2035115,0.209527,0.201069,0.2058165
2021-11-28,0.20552,0.2067825,0.191505,0.2030675
2021-11-29,0.2029855,0.225306,0.2029785,0.215564
2021-11-30,0.215562,0.2276,0.212868,0.2167155
2021-12-01,0.216685,0.2190145,0.205938,0.2081025
2021-12-02,0.2080815,0.2232315,0.2018065,0.210854
2021-12-03,0.210948,0.2121495,0.1907785,0.1991805
2021-12-04,0.199349,0.201078,0.1304505,0.179414
2021-12-05,0.1793955,0.1819,0.162741,0.171152
2021-12-06,0.171152,0.180998,0.159252,0.178965
2021-12-07,0.1789865,0.1845065,0.1750435,0.175506
2021-12-08,0.175702,0.182289,0.1725185,0.1785
2021-12-09,0.1787,0.1825,0.1691,0.1716
2021-12-10,0.1717,0.1746,0.1649,0.166
2021-12-11,0.166,0.1701,0.1613,0.1678
2021-12-12,0.1678,0.1733,0.1657,0.1712
2021-12-13,0.1711,0.1712,0.1518,0.1589
2021-12-14,0.1589,0.219024,0.155,0.1872
2021-12-15,0.1871,0.192,0.170485,0.179508
2021-12-16,0.179508,0.185311,0.173252,0.175453
2021-12-17,0.175453,0.176653,0.161565,0.170068
2021-12-18,0.169868,0.175803,0.166042,0.172344
2021-12-19,0.172369,0.17467,0.169134,0.170885
2021-12-20,0.170785,0.171251,0.161232,0.16605
2021-12-21,0.165966,0.172269,0.16585,0.171769
2021-12-22,0.171769,0.179872,0.169751,0.174987
2021-12-23,0.174887,0.184574,0.171334,0.182791
2021-12-24,0.182673,0.195617,0.17949,0.187112
2021-12-25,0.187112,0.195398,0.184192,0.191276
2021-12-26,0.191276,0.192596,0.185092,0.191596,723846257
2021-12-27,0.191496,0.192896,0.186437,0.189057,1249877240
2021-12-28,0.189057,0.189557,0.1718,0.174035,1902169536
2021-12-29,0.174035,0.177335,0.167317,0.171334,1432065831
2021-12-30,0.171234,0.175835,0.165117,0.171034,1036969558
2021-12-31,0.171034,0.175835,0.166217,0.170017,1082031843.5439
2022-01-01,0.170017,0.173717,0.1697,0.172835,599039919.89206
2022-01-02,0.172835,0.176335,0.170534,0.174735,609630419.26384
2022-01-03,0.174735,0.175035,0.1674,0.169917,883621294.32521
2022-01-04,0.170017,0.1726,0.166467,0.169183,942688074.28484
2022-01-05,0.169166,0.171,0.1476,0.157784,2385138124.6471
2022-01-06,0.1578,0.162068,0.153954,0.160384,1852433048.0856
2022-01-07,0.160464,0.160684,0.14957,0.154285,2215111878.4779
2022-01-08,0.154285,0.157884,0.146285,0.1526,1279424620.5705
2022-01-09,0.1526,0.1539,0.1486,0.1512,809945541.62413
2022-01-10,0.1514,0.1522,0.136986,0.1427,1440128183.2912
2022-01-11,0.1426,0.1668,0.1418,0.152015,3911311826.1166
2022-01-12,0.152015,0.162965,0.15113,0.160564,1811965264.1231
2022-01-13,0.160564,0.176288,0.159964,0.167067,4482193001.9569
2022-01-14,0.167067,0.214686,0.165966,0.187656,13701596185.59
2022-01-15,0.187756,0.194778,0.180672,0.184892,4257699680.492
2022-01-16,0.184892,0.185693,0.173669,0.178571,2273210529.9864
2022-01-17,0.178671,0.179054,0.165666,0.168267,2221257066.7285
2022-01-18,0.168267,0.17437,0.161665,0.16635,2039353881.4442
2022-01-19,0.16645,0.169668,0.159048,0.163949,1753053500.8352
2022-01-20,0.164049,0.169334,0.153715,0.158032,1367436803.5833
2022-01-21,0.158032,0.158332,0.140028,0.143043,2374805627.4434
2022-01-22,0.143029,0.145244,0.120624,0.130839,3731944056.2591
2022-01-23,0.130739,0.144543,0.130426,0.138528,2690686370.7687
2022-01-24,0.138528,0.143429,0.126225,0.137141,2664394740.7355
2022-01-25,0.137041,0.150445,0.13264,0.142171,2812659214.8134
2022-01-26,0.142171,0.153292,0.140985,0.142585,2340334031.4793
2022-01-27,0.142585,0.145973,0.136254,0.13987,1280465065.7823
2022-01-28,0.140156,0.142657,0.137741,0.141028,816896581.81359
2022-01-29,0.141028,0.144243,0.140342,0.142743,623120866.31303
2022-01-30,0.142743,0.143843,0.138141,0.139456,616474103.94423
2022-01-31,0.139456,0.142671,0.136455,0.141571,775648709.70098
2022-02-01,0.141571,0.144387,0.14087,0.142485,748258655.27086
2022-02-02,0.142385,0.146373,0.136168,0.13791,812207911.0587
2022-02-03,0.137924,0.138956,0.134767,0.137069,633167276.76567
2022-02-04,0.136968,0.145802,0.136755,0.145716,971114631.38497
2022-02-05,0.145716,0.15069,0.145016,0.147889,1066837249.692
2022-02-06,0.147889,0.155878,0.144587,0.151561,1462991482.0159
2022-02-07,0.151561,0.173038,0.15116,0.167217,3840975394.6602
2022-02-08,0.167117,0.170136,0.153122,0.158543,2387877998.961
2022-02-09,0.158543,0.162546,0.154323,0.159876,1335871434.6606
2022-02-10,0.159828,0.160829,0.15062,0.153507,1413206923.5579
2022-02-11,0.153407,0.154408,0.142157,0.143243,1068965396.5448
2022-02-12,0.143143,0.147488,0.14087,0.144172,940005136.72214
2022-02-13,0.144172,0.157995,0.143472,0.154493,2666163353.7806
2022-02-14,0.153792,0.154893,0.142886,0.146473,1766002853.0151
2022-02-15,0.146473,0.151591,0.144887,0.15009,955563779.37144
2022-02-16,0.15009,0.152491,0.146288,0.149175,708438592.42261
2022-02-17,0.149189,0.15019,0.137182,0.140198,1004111276.1754
2022-02-18,0.140098,0.1423,0.136382,0.138483,793297141.35898
2022-02-19,0.138583,0.146573,0.138383,0.14077,1125385454.561
2022-02-20,0.14077,0.141285,0.135368,0.137969,716548520.14032
2022-02-21,0.138069,0.141871,0.129252,0.131266,1290285460.3162
2022-02-22,0.131166,0.131466,0.124037,0.129965,1201521502.4322
2022-02-23,0.130178,0.135681,0.127264,0.129478,868045082.88959
2022-02-24,0.129478,0.129578,0.106553,0.121048,2967226441.7602
2022-02-25,0.121048,0.128164,0.120548,0.128064,1152381158.8277
2022-02-26,0.128064,0.130465,0.12575,0.127451,856637960.96493
2022-02-27,0.127451,0.128451,0.121161,0.123562,903071238.69374
2022-02-28,0.123449,0.134967,0.121349,0.131853,1009211566.4518
2022-03-01,0.132453,0.138956,0.129752,0.13384,1434294805.9816
2022-03-02,0.13384,0.137241,0.130626,0.133427,1042471163.7211
2022-03-03,0.13344,0.13394,0.127125,0.129526,719161288.49679
2022-03-04,0.129426,0.130239,0.120124,0.122437,1056008143.4701
2022-03-05,0.122437,0.125538,0.121024,0.125238,466317953.99845
2022-03-06,0.125238,0.125638,0.120724,0.121837,548493681.93044
2022-03-07,0.121837,0.122637,0.114123,0.117035,747724804.78836
2022-03-08,0.116935,0.120036,0.115223,0.116423,692691284.93652
2022-03-09,0.116323,0.124525,0.116123,0.120912,736458486.24931
2022-03-10,0.121012,0.121924,0.114946,0.117147,838159070.14152
2022-03-11,0.116835,0.118636,0.113923,0.116023,274537396.80973
2022-03-12,0.116023,0.117323,0.115012,0.115412,256628426.11884
2022-03-13,0.115412,0.116423,0.110133,0.110733,531761549.23595
2022-03-14,0.110522,0.121912,0.109911,0.113623,1342950202.2382
2022-03-15,0.113611,0.114523,0.110211,0.112734,518912958.19394
2022-03-16,0.112734,0.116935,0.112122,0.115735,573414586.79979
2022-03-17,0.115735,0.119336,0.115623,0.116858,558135281.31396
2022-03-18,0.116858,0.119372,0.114269,0.118447,489713609.92203
2022-03-19,0.118559,0.125062,0.118347,0.123149,914973800.97138
2022-03-20,0.123162,0.124262,0.117459,0.119648,485991616.56118
2022-03-21,0.119748,0.121761,0.117747,0.119548,526904231.56955
2022-03-22,0.119448,0.125763,0.118659,0.122761,711521977.76536
2022-03-23,0.122761,0.131353,0.121048,0.129652,1902617723.9098
2022-03-24,0.129765,0.141271,0.127764,0.136254,4100225373.3633
2022-03-25,0.136254,0.137655,0.127551,0.130565,1815897782.5517
2022-03-26,0.130452,0.136968,0.129052,0.134854,1232421671.2614
2022-03-27,0.134967,0.144958,0.134854,0.143557,3051537687.5083
2022-03-28,0.143643,0.153261,0.142443,0.146759,2981319643.1686
2022-03-29,0.146988,0.14886,0.140756,0.142971,1881650051.6511
2022-03-30,0.142871,0.145558,0.138655,0.143143,1314614846.3733
2022-03-31,0.143243,0.14803,0.137441,0.139228,1913124527.4928
2022-04-01,0.139242,0.142857,0.13224,0.141957,1656075025.8319
2022-04-02,0.141957,0.144458,0.138055,0.140456,1153131874.2107
2022-04-03,0.140556,0.14966,0.136341,0.146359,1894076969.7392
2022-04-04,0.146544,0.156747,0.141428,0.147429,4040966237.6453
2022-04-05,0.147544,0.179336,0.147229,0.168517,8986206967.7008
2022-04-06,0.168517,0.174617,0.141,0.1464,7433159267.2012
2022-04-07,0.146315,0.148315,0.14,0.144114,2778255682.053
2022-04-08,0.144114,0.153331,0.143129,0.143757,3419269795.173
2022-04-09,0.143557,0.144543,0.140542,0.143543,1085179990.486
2022-04-10,0.143543,0.157747,0.143229,0.15223,4016732402.2335
2022-04-11,0.15253,0.153515,0.133327,0.13354,2664376263.6828
2022-04-12,0.13354,0.144629,0.13294,0.137427,2267256159.232
2022-04-13,0.137327,0.143443,0.135641,0.139842,1822203925.795
2022-04-14,0.139842,0.147544,0.137127,0.143614,3702866751.1892
2022-04-15,0.143614,0.14983,0.141828,0.145629,2391432691.8066
2022-04-16,0.145629,0.14803,0.141714,0.143729,733003859.1394
2022-04-17,0.143829,0.145029,0.140514,0.143129,955187890.17453
2022-04-18,0.143129,0.143429,0.133327,0.139842,1976400960.8636
2022-04-19,0.139942,0.144629,0.139228,0.142228,1179153233.8729
2022-04-20,0.142328,0.146829,0.139014,0.141928,2042018352.5403
2022-04-21,0.142028,0.142929,0.135914,0.136614,1050947123.3756
2022-04-22,0.136614,0.138128,0.134527,0.136014,817059545.25957
2022-04-23,0.135927,0.136927,0.133313,0.135527,447977240.83137
2022-04-24,0.135427,0.135527,0.130926,0.132126,719441102.95441
2022-04-25,0.132026,0.170834,0.1232,0.160132,11157040890.97
2022-04-26,0.160232,0.166733,0.138914,0.1419,9706217179.0903
2022-04-27,0.141914,0.1456,0.135,0.138514,4086846410.7598
2022-04-28,0.138514,0.143314,0.135214,0.1362,2176847431.6649
2022-04-29,0.1362,0.1451,0.1332,0.135314,3249286699.8916
2022-04-30,0.135314,0.136814,0.1308,0.1311,1252231823.8332
2022-05-01,0.1311,0.136514,0.1241,0.1319,2417814548.5475
2022-05-02,0.1319,0.133913,0.1276,0.131213,1540568455.4328
2022-05-03,0.131213,0.132313,0.126575,0.129287,859334439.30225
2022-05-04,0.129387,0.1362,0.128474,0.1355,1334698892.2922
